time, mean, SD
1068, 40.1818, 183.008
1069, -43.1818, 115.905
1070, 6.13333, 167.836
1071, 1.70455, 92.546
1072, 7.40909, 112.661
1073, 10.5455, 176.271
1074, -63.7727, 158.633
1075, 59.4091, 116.642
1076, -35.2727, 97.236
1077, 31.5909, 121.796
1078, -29.3409, 101.036
1079, -2.22727, 119.631
1080, -16.7778, 160.046
1081, 44.7045, 99.0343
1082, 19.4318, 105.006
1083, -41.6591, 124.264
1084, -9.72727, 148.415
1085, 3.13636, 72.1377
1086, 23.2045, 90.0668
1087, 13.3182, 83.1769
1088, -18.9318, 68.9748
1089, 28.0682, 91.6789
1090, -35.6222, 110.592
1091, 31.3864, 75.8717
1092, -19.1364, 81.8343
1093, 12.3182, 84.9205
1094, -24.8409, 69.6432
1095, -19.5455, 59.396
1096, 18.7045, 131.118
1097, 3.40909, 81.5766
1098, -7.06818, 62.2869
1099, 28.2, 106.509
1100, -30.5455, 114.84
1101, -49.7955, 1558.26
1102, 332.114, 8406.47
1103, 303.705, 4788.03
1104, -1256.52, 2732.92
1105, 514.75, 2135.57
1106, 680.023, 725.001
1107, -589.977, 420.545
1108, 100.477, 483.756
1109, 107.333, 605.39
1110, -403.273, 415.863
1111, 348.273, 1274.68
1112, -6.79545, 3197.82
1113, -41.5455, 1729.47
1114, -201.841, 1448.34
1115, 345.5, 1237.32
1116, -340.25, 1105.1
1117, 346.591, 852.75
1118, -81.4091, 495.961
1119, -314.844, 459.087
1120, 163.068, 550.622
1121, 208.795, 412.064
1122, -197.886, 647.75
1123, 12.5682, 1450.47
1124, 33.0909, 963.819
1125, -50.1364, 571.332
1126, -46.2045, 554.628
1127, 97.3182, 424.453
1128, -55.8182, 691.84
1129, -8.40909, 411.588
1130, 14.0667, 377.412
1131, 84.4091, 472.267
1132, -138.591, 469.042
1133, -20.5455, 512.953
1134, 154.364, 600.227
1135, -21.8409, 569.211
1136, 33.2273, 357.685
1137, -115.568, 513.509
1138, 107.523, 422.043
1139, -102.636, 332.054
1140, -47.6444, 514.022
1141, 179.068, 522.745
1142, -260.705, 533.687
1143, 250.477, 435.037
1144, -66.3864, 429.714
1145, -97.9318, 586.675
1146, 161.841, 706.155
1147, -48.6818, 397.218
1148, -109.818, 491.398
1149, 70.8182, 455.407
1150, 1.73333, 428.787
1151, 35.5227, 426.514
1152, -14.4545, 417.442
1153, -26.6136, 524.313
1154, -36.9091, 267.884
1155, 50.3636, 275.025
1156, -7.25, 474.417
1157, 50.25, 312.027
1158, -22.1591, 290.862
1159, -116.341, 258.447
1160, 120.6, 483.815
1161, -65.5227, 289.739
1162, 54, 366.013
1163, 12.4545, 336.859
1164, -27.5, 303.117
1165, -39.4091, 367.93
1166, 23.8636, 277.448
1167, 23.5, 295.169
1168, 69.5909, 312.47
1169, -75.5, 268.96
1170, 29.0444, 213.094
1171, 12.0682, 264.27
1172, -59.9773, 392.756
1173, 88.7273, 250.975
1174, -56.3636, 279.017
1175, 19, 274.144
1176, -47.1136, 215.581
1177, 10.8182, 160.275
1178, 58.25, 297.133
1179, -29.1364, 341.758
1180, -51.4444, 191.827
1181, 11.7955, 312.381
1182, 27.4091, 231.237
1183, 21.0455, 248.446
1184, 2.04545, 242.136
1185, -47.25, 234.484
1186, 33.7273, 183.643
1187, -31.7955, 167.839
1188, 10.9318, 211.683
1189, -1.15909, 244.423
1190, -3.8, 163.37
1191, 43.1364, 227.996
1192, -36.1591, 196.888
1193, 8.04545, 128.649
1194, -34.0682, 107.975
1195, 48.3182, 104.118
1196, -19.2955, 135.659
1197, -25.5909, 189.409
1198, 26.5909, 225.695
1199, 30.7045, 169.11
1200, -40.0667, 114.961
1201, -13.2955, 98.9969
1202, 23.0909, 133.402
1203, 0.522727, 129.883
1204, -23.4773, 156.206
1205, 29.4773, 115.055
1206, -2.79545, 128.908
1207, -30.5909, 136.524
1208, 1.81818, 161.295
1209, 29.0455, 93.8095
1210, -0.555556, 85.1348
1211, -12.4091, 57.7449
1212, 8, 119.438
1213, -12.3409, 127.563
1214, 13.4091, 116.193
1215, 3.95455, 71.3586
1216, 13.3636, 93.4109
1217, -6.72727, 77.0435
1218, -12.4545, 73.6353
1219, -3.54545, 135.603
1220, 30.8444, 117.201
1221, -27.0227, 56.055
1222, -11.6136, 92.0008
1223, 22.0227, 97.0807
1224, -19.4545, 94.1378
1225, 33.8409, 95.2191
1226, -25.3636, 60.7143
1227, -16.2045, 67.5273
1228, 13.1818, 43.2231
1229, -4.97727, 119.799
1230, 2.35556, 61.9179
1231, -7.40909, 123.129
1232, -6.70455, 158.035
1233, -978.25, 3624.09
1234, 2238.45, 6498.47
1235, -1237.52, 2667.85
1236, -1122.5, 1292.25
1237, 1491.39, 1104.82
1238, -288.886, 806.046
1239, -125, 507.839
1240, 402.689, 454.05
1241, -525.727, 388.102
1242, 95.5, 522.232
1243, 446.932, 1886.02
1244, -261.568, 2948.17
1245, -395.841, 1568.39
1246, 169.591, 1150.76
1247, 2.13636, 1347.16
1248, -5.40909, 837.606
1249, 340.568, 440.044
1250, -291.689, 440.599
1251, 100.136, 510.066
1252, -60.7273, 437.73
1253, 29.0227, 468.508
1254, 69.3864, 902.894
1255, -143.159, 1071.57
1256, 99.7955, 677.256
1257, -182.409, 517.377
1258, 154.364, 404.195
1259, 186.182, 517.596
1260, -226.511, 340.532
1261, -13.75, 327.698
1262, 58.1136, 539.474
1263, -5.31818, 642.137
1264, -6.11364, 501.825
1265, -16.2045, 541.433
1266, -13.5227, 598.511
1267, 83.1136, 388.571
1268, -33.1136, 406.888
1269, -19.1818, 417.146
1270, -22.1556, 337.552
1271, -53.2273, 425.043
1272, 158.705, 581.336
1273, -106.955, 372.396
1274, 58.5909, 540.623
1275, -6.90909, 377.129
1276, -66.7045, 617.263
1277, -7.90909, 550.409
1278, 79.6364, 586.181
1279, -56.0227, 376.229
1280, 53.4667, 494.291
1281, -54.1364, 300.775
1282, 13.1136, 482.993
1283, 14.4318, 404.816
1284, -126.364, 391.957
1285, 172.023, 294.35
1286, -91.8182, 313.604
1287, 23.1591, 376.679
1288, 84.0682, 269.778
1289, -62.5455, 289.997
1290, -50.2222, 223.361
1291, 59.2045, 405.156
1292, -40.6591, 251.779
1293, -12.7955, 342.034
1294, 44.4773, 406.913
1295, 0.454545, 321.049
1296, 45.3864, 341.13
1297, -62.8409, 244.559
1298, -0.522727, 226.535
1299, -5.45455, 322.237
1300, 7.75556, 309.949
1301, 23.5, 191.022
1302, -34.8864, 201.164
1303, -46.9091, 307.565
1304, 60.75, 256.279
1305, -40.4545, 299.172
1306, 27.4545, 277.233
1307, 2.59091, 195.021
1308, -11.9773, 253.437
1309, 29.7727, 273.224
1310, -49.9333, 288.403
1311, 63.5909, 285.212
1312, 35.9091, 233.639
1313, -95.5455, 230.232
1314, 51.4318, 241.332
1315, -26.8409, 208.473
1316, -8.36364, 214.327
1317, 59.4318, 195.605
1318, 11.3636, 155.054
1319, -86.6364, 166.372
1320, 57.7111, 220.766
1321, -29.2955, 154.968
1322, -1.02273, 171.667
1323, 13.2273, 158.589
1324, -2.70455, 126.272
1325, 11.7273, 164.442
1326, 13.1818, 130.215
1327, -8.86364, 144.474
1328, -8.25, 176.845
1329, -34.3864, 221.145
1330, 17.8, 158.621
1331, 29.4545, 139.632
1332, -19.0682, 89.9958
1333, 0.909091, 122.767
1334, 15.1364, 144.261
1335, -16.8636, 157.358
1336, 18, 130.966
1337, -20.6136, 110.061
1338, 12, 164.493
1339, 10.25, 133.551
1340, -17.0222, 98.9416
1341, 3.15909, 108.05
1342, -5.79545, 69.1847
1343, 32.0682, 83.4275
1344, -7.61364, 96.9567
1345, -30.9091, 90.0547
1346, 25.9091, 89.218
1347, -36.7045, 55.3163
1348, 16.8182, 78.464
1349, 7.08889, 68.0656
1350, -5.81818, 104.751
1351, -19.9773, 104.113
1352, 28.8636, 80.6506
1353, 24.3636, 75.3375
1354, -45.3409, 103.998
1355, -14.7045, 143.828
1356, -125.909, 366.766
1357, -450.227, 4766.32
1358, 1795.09, 4895.27
1359, -1499.47, 1958.16
1360, -357.114, 1621.73
1361, 1115.61, 1086.64
1362, -422.023, 629.289
1363, 2.29545, 522.699
1364, 224.636, 480.255
1365, -524.318, 300.076
1366, 270.023, 378.015
1367, 217.909, 2436
1368, -73.4091, 2468.94
1369, -400.422, 1306.72
1370, 234.955, 863.71
1371, 4.52273, 1406.56
1372, 81.25, 979.09
1373, 59.0227, 554.427
1374, -254.364, 344.434
1375, 157.932, 439.168
1376, 22.4545, 416.359
1377, -13.0227, 394.9
1378, 43.8409, 1027.16
1379, -51.2727, 729.589
1380, -88.6667, 556.395
1381, -62.25, 510.086
1382, 154.841, 271.259
1383, 75.75, 418.356
1384, -126.909, 291.642
1385, -113.977, 423.156
1386, 167.068, 514.575
1387, -86.4091, 646.395
1388, 55.7727, 524.613
1389, 19.9545, 585.323
1390, 10.7111, 560.891
1391, 63.0227, 443.971
1392, -88, 403.589
1393, 22.7955, 458.406
1394, -16.8409, 325.444
1395, -103.295, 437.93
1396, 176.205, 516.692
1397, -95.8182, 385.136
1398, 48.5227, 443.557
1399, -49.5909, 314.91
1400, -109.156, 611.199
1401, 115.705, 643.955
1402, 4.54545, 399.098
1403, -3.84091, 375.062
1404, 18.75, 360.291
1405, 14.25, 306.858
1406, -15.6818, 533.408
1407, 32.4318, 416.045
1408, -159.523, 396.633
1409, 117.364, 344.827
1410, -51.2, 354.107
1411, 18.0455, 367.744
1412, 56.3636, 266.494
1413, -35.4318, 299.46
1414, -58.9318, 216.602
1415, 73.7727, 244.909
1416, -24.7045, 217.642
1417, -34.6364, 296.472
1418, 52.6818, 361.659
1419, 17.5455, 345.767
1420, -21.6222, 316.154
1421, 8, 217.957
1422, 31.5227, 265.481
1423, -35.5682, 336.509
1424, 12.0909, 321.563
1425, 24.7727, 213.357
1426, -42.0227, 219.689
1427, -44.8864, 329.434
1428, 95.9091, 305.16
1429, -88.5682, 261.84
1430, 37.7556, 276.014
1431, -39.1818, 215.26
1432, 17.7273, 285.124
1433, 67.5682, 292.719
1434, -84.9318, 237.413
1435, 31.8636, 230.285
1436, 42.7045, 204.167
1437, -31.8182, 183.483
1438, 25.75, 230.594
1439, -46.8864, 169.507
1440, 15.3111, 227.868
1441, 18.6818, 190.446
1442, 28.2045, 154.946
1443, -61.9545, 168.933
1444, 38.5455, 166.456
1445, -17.1364, 159.699
1446, 3.34091, 161.08
1447, -13.8636, 131.355
1448, -15.0455, 123.045
1449, 42.6364, 153.41
1450, 3.64444, 146.577
1451, 5.61364, 132.351
1452, -68.1591, 166.652
1453, 43.7273, 145.937
1454, -3.72727, 93.2064
1455, 11.3636, 106.387
1456, -13.3182, 96.8743
1457, -1.93182, 124.371
1458, 3.72727, 101.446
1459, -3.61364, 112.919
1460, 38.0222, 86.0001
1461, -51.6818, 93.7365
1462, 9.02273, 102.667
1463, -1.13636, 111.574
1464, 21.7955, 51.4585
1465, -16.25, 102.326
1466, 10.9545, 56.2361
1467, 27.5909, 88.269
1468, -55.8864, 113.706
1469, 27.3182, 110.313
1470, 20.7111, 77.1292
1471, -58.8409, 93.3817
1472, 27.4773, 97.8846
1473, -66.25, 294.768
1474, -556.205, 3714.29
1475, 1845.5, 4933.01
1476, -1348.2, 2193.94
1477, -707.932, 1493.34
1478, 1209.52, 1072.06
1479, -339.841, 709.363
1480, -51.8222, 473.753
1481, 299.705, 391.269
1482, -490.591, 287.159
1483, 204.659, 382.883
1484, 236.841, 1935.98
1485, -98.2273, 2153.65
1486, -356.523, 1217.79
1487, 238.295, 731.214
1488, -43.9545, 1313.52
1489, -48.75, 1095.43
1490, 255.622, 619.178
1491, -249.545, 330.258
1492, 133.227, 477.597
1493, -1.38636, 353.625
1494, -61.4091, 490.322
1495, 71.1591, 855.153
1496, -60.5227, 756.592
1497, -46.8409, 484.335
1498, -34.3182, 404.29
1499, 138.455, 268.926
1500, 53.4667, 327.06
1501, -133.75, 359.953
1502, -30.9091, 377.371
1503, 61.0909, 525.516
1504, 3.40909, 457.171
1505, 43, 375.024
1506, -69.1136, 500.807
1507, 21.25, 492.623
1508, 65.6818, 436.786
1509, -72.2727, 356.678
1510, 35.9778, 436.945
1511, -3.56818, 264.924
1512, -54.5909, 376.014
1513, 80.5909, 461.585
1514, -55.2955, 374.74
1515, 42.5909, 451.82
1516, -73.2273, 267.086
1517, -37.7045, 567.89
1518, 89.1591, 512.711
1519, -25.5, 424.352
1520, 16.3333, 363.359
1521, 31.7273, 310.616
1522, -25.7273, 301.738
1523, -40.1818, 455.31
1524, 24.7045, 337.597
1525, -143.045, 403.963
1526, 171.955, 335.227
1527, -43.1818, 293.369
1528, -2.25, 320.959
1529, 53.5909, 214.319
1530, -46.6667, 205.127
1531, -35.9318, 185.871
1532, 57.2045, 191.04
1533, -18.7727, 184.104
1534, -37.3409, 263.136
1535, 51.25, 258.651
1536, -35.25, 244.61
1537, 49.8864, 226.043
1538, 3.04545, 193.302
1539, -18.8182, 224.167
1540, -28.8667, 288.586
1541, 18.5227, 291.556
1542, 9.81818, 227.76
1543, -0.454545, 226.636
1544, -86.5455, 291.238
1545, 96.75, 242.513
1546, -59.2955, 264.071
1547, 36.6818, 256.058
1548, -8.88636, 205.019
1549, -9, 266.087
1550, 29.7333, 260.598
1551, -56.3864, 179.866
1552, 47.4773, 195.553
1553, 65.6136, 200.875
1554, -68.3409, 146.368
1555, 17.0909, 193.404
1556, -58.3182, 148.962
1557, 32.5455, 213.279
1558, 8.04545, 188.86
1559, 57.2045, 183.41
1560, -56.3333, 138.164
1561, 26, 141.705
1562, 2.56818, 132.664
1563, -12.1591, 141.999
1564, -27.2955, 113.227
1565, -4.59091, 97.2762
1566, 39.4773, 108.685
1567, 15.4773, 125.181
1568, -26.0455, 104.079
1569, -27.2955, 135.264
1570, 27.7111, 111.69
1571, -18.8864, 76.0676
1572, 15.7727, 85.121
1573, -11.2273, 48.0151
1574, -8.38636, 101.883
1575, 24.0682, 56.3158
1576, -9.09091, 87.3576
1577, 17.25, 71.1241
1578, -23.4545, 67.0324
1579, -2.15909, 77.7361
1580, 12.0889, 109.322
1581, 8.90909, 66.0777
1582, -10, 99.0138
1583, -4.02273, 87.4083
1584, 97.7727, 620.327
1585, -231.432, 4614
1586, 889.318, 3560.61
1587, -1067.2, 1724.3
1588, -88.9773, 1791.3
1589, 786.045, 942.571
1590, -437.067, 421.061
1591, 96.8182, 289.717
1592, 59.9318, 326.319
1593, -393.659, 235.654
1594, 381.659, 407.578
1595, -105.523, 2120.48
1596, 156.523, 1690.94
1597, -330.705, 934.447
1598, 267.023, 704.492
1599, -163.477, 1104.34
1600, 153.244, 936.181
1601, 6.68182, 665.367
1602, -232.136, 365.4
1603, 132.273, 463.168
1604, 113.523, 289.26
1605, -186.159, 434.283
1606, -7.34091, 904.833
1607, 81.5909, 541.688
1608, -33.2045, 588.825
1609, -74.8864, 403.063
1610, 121.711, 244.604
1611, 13.9091, 394.977
1612, -56.3864, 259.243
1613, -95.0682, 406.11
1614, 94.75, 491.485
1615, -30.25, 359.942
1616, 58, 372.69
1617, 64.2273, 428.472
1618, -50.9773, 343.506
1619, 72.75, 341.273
1620, -122.444, 385.538
1621, 59.1364, 359.611
1622, -22.2955, 258.511
1623, -30.2727, 378.56
1624, 84.7727, 363.564
1625, -130.727, 397.536
1626, 111.886, 373.847
1627, -63.5682, 288.436
1628, -28.5909, 538.18
1629, 93.9318, 420.865
1630, -4.22222, 272.598
1631, -72.2727, 309.612
1632, 37.7955, 305.304
1633, 5.52273, 253.839
1634, -15.5, 352.412
1635, 39.6591, 282.813
1636, -73.2727, 414.5
1637, 57.7727, 342.269
1638, 8.5, 287.565
1639, -35.0682, 216.277
1640, -3.22222, 191.229
1641, -3.79545, 150.782
1642, -27.3409, 196.284
1643, 87.6364, 203.809
1644, -77.3409, 188.961
1645, 8.68182, 239.422
1646, 24.2955, 235.309
1647, 24.2955, 165.266
1648, -31.6364, 257.474
1649, 30.9773, 154.323
1650, 12.8444, 215.069
1651, -4.88636, 270.386
1652, -19.3864, 221.803
1653, 14.3864, 163.427
1654, -14.8864, 154.138
1655, -40.0227, 301.729
1656, 73.1591, 207.639
1657, -49.5909, 193.169
1658, 30, 241.798
1659, -53.9318, 191.568
1660, 16.1778, 188.078
1661, 31.1818, 176.178
1662, -17.4318, 177.47
1663, 9.31818, 220.866
1664, 15.3409, 201.306
1665, 2.02273, 156.155
1666, -5.84091, 162.91
1667, -26.2045, 117.896
1668, 5.15909, 176.363
1669, 8.84091, 156.201
1670, 8.71111, 141.156
1671, -16.2955, 108.995
1672, 13.1364, 117.667
1673, -20.4773, 86.9131
1674, 17.3182, 114.87
1675, 2.63636, 80.4632
1676, -8.72727, 69.6447
1677, -1.52273, 86.9202
1678, 23.1818, 64.4386
1679, -4.45455, 115.833
1680, -37.7778, 120.614
1681, 20.8864, 115.059
1682, -0.272727, 72.608
1683, 6.70455, 81.8798
1684, 2.13636, 48.2355
1685, 1.45455, 70.2833
1686, 5.18182, 79.8235
1687, -26.25, 128.855
1688, 42.5, 122.493
1689, 64.6136, 1708.14
1690, 269.267, 4069.93
1691, -300.409, 3037.77
1692, -628.545, 1310.63
1693, 791.114, 1574.89
1694, 26.4091, 559.004
1695, -261.295, 276.281
1696, 53.2045, 278.894
1697, -59.6364, 431.044
1698, -172.864, 335.449
1699, 352.523, 982.371
1700, 99.4667, 2095.81
1701, -329.523, 1229.35
1702, -7.72727, 844.766
1703, 77.1136, 932.762
1704, -151.568, 719.084
1705, 309.023, 595.416
1706, -129.364, 512.157
1707, -132.773, 438.567
1708, 22.9091, 400.317
1709, 208, 200.903
1710, -110.6, 502.904
1711, -66.8864, 716.596
1712, 156.75, 528.889
1713, -107.545, 585.297
1714, -83.7727, 310.902
1715, 124.25, 255.338
1716, -53.5682, 386.855
1717, -5.79545, 265.2
1718, 22.3182, 477.666
1719, -12.6364, 390.752
1720, 4.71111, 386.699
1721, 24.6818, 403.61
1722, -19.2273, 400.384
1723, -10.9773, 239.446
1724, 20.5909, 221.266
1725, -23.25, 312.638
1726, 54.9318, 361.993
1727, -39.1364, 238.329
1728, -83.3636, 320.271
1729, 161.5, 249.415
1730, -170.222, 351.605
1731, 168.727, 272.266
1732, 12.2727, 369.304
1733, -138.614, 410.081
1734, 149.114, 264.211
1735, -75.9318, 247.046
1736, -56.25, 306.943
1737, 56.9091, 261.848
1738, -63.5455, 250.32
1739, 65.6364, 213.95
1740, 19.8222, 237.64
1741, -6.36364, 325.885
1742, -46.7727, 242.175
1743, 17.0682, 198.969
1744, 10.8864, 176.219
1745, 26.3636, 181.13
1746, -19.9318, 168.974
1747, -38.1364, 210.262
1748, 44.7727, 214.84
1749, -23.7045, 183.554
1750, 5.42222, 157.452
1751, 9.27273, 167.8
1752, -39.0682, 148.04
1753, 26.75, 210.519
1754, -23.8864, 154.744
1755, 7.20455, 201.224
1756, -8.5, 162.968
1757, 25.4091, 187.247
1758, -4.93182, 193.537
1759, 74.3636, 175.814
1760, -47.2, 223.329
1761, -9.09091, 194.776
1762, 32.9545, 189.894
1763, -44.7955, 117.697
1764, 10.5455, 141.819
1765, -5.18182, 137.285
1766, -10.9091, 143.685
1767, 30.0227, 179.334
1768, -42.1364, 107.419
1769, 4.25, 160.399
1770, -13.9333, 109.07
1771, 36.7727, 107.599
1772, -1.18182, 137.526
1773, -30.9545, 111.208
1774, 25.3636, 108.657
1775, -12.9318, 98.8577
1776, 19.8182, 77.2864
1777, -28.6364, 82.6573
1778, -1.45455, 79.5674
1779, 35.9545, 77.6636
1780, -12.9778, 60.6427
1781, 9.20455, 65.3892
1782, -30.5227, 53.9665
1783, 19.5682, 57.9221
1784, -0.977273, 98.4074
1785, 9.68182, 136.142
1786, -24.6818, 129.096
1787, 58, 124.135
1788, 182.568, 1401.69
1789, 140.932, 3809.67
1790, -52.9778, 2981.24
1791, -709.295, 1411.25
1792, 392.932, 1791.59
1793, 329.75, 672.754
1794, -251.455, 306.365
1795, 95.7045, 209.088
1796, -32.7955, 316.378
1797, -312.977, 288.477
1798, 330.795, 851.793
1799, -20, 1847.3
1800, -19.9556, 1470.74
1801, -123.091, 816.212
1802, 176.523, 847.102
1803, -208.068, 786.325
1804, 228.409, 596.493
1805, -103.045, 425.076
1806, -178.477, 237.946
1807, 53.4773, 404.086
1808, 233.227, 298.436
1809, -121.5, 393.138
1810, -64.9778, 728.552
1811, 125.273, 545.992
1812, -131.273, 540.909
1813, 15.9545, 453.246
1814, 65.8409, 315.89
1815, -27.2273, 376.938
1816, -4.45455, 258.73
1817, -51.4773, 415.701
1818, 33.5455, 369.757
1819, -42.3409, 374.709
1820, 28.6222, 364.514
1821, 102.136, 384.483
1822, -62.6591, 271.271
1823, 70.5909, 191.656
1824, -120.5, 304.067
1825, 47.8864, 307.161
1826, 21.9091, 234.6
1827, -96.7727, 287.844
1828, 113.568, 237.89
1829, -157.136, 258.71
1830, 197.333, 262.597
1831, -58.7955, 268.519
1832, -101.5, 365.423
1833, 96.75, 259.517
1834, 16.7955, 245.609
1835, -92.8409, 261.693
1836, 35.4091, 249.101
1837, 19, 213.553
1838, -0.977273, 202.993
1839, -14.5682, 207.356
1840, 8, 283.488
1841, -4.90909, 224.279
1842, 6.75, 146.765
1843, -4.81818, 160.647
1844, 28.5455, 163.81
1845, -43.2727, 154.216
1846, -0.318182, 154.6
1847, 56.1818, 174.991
1848, -76.2727, 149.992
1849, 60.9091, 163.465
1850, -9.86667, 139.764
1851, 1.72727, 153.859
1852, -22.3636, 161.368
1853, -15.9545, 134.193
1854, 19.3636, 146.038
1855, 29.5227, 111.807
1856, -2.52273, 144.228
1857, 18.25, 130.223
1858, 1.56818, 171.377
1859, -39.7955, 234.388
1860, 44.2444, 143.852
1861, -10.75, 195.77
1862, -25.5, 135.166
1863, -21.4545, 140.113
1864, 19.7727, 82.2778
1865, 1.06818, 114.358
1866, 30.4773, 135.999
1867, -46.0455, 106.746
1868, -4.56818, 139.942
1869, 35.9091, 99.9149
1870, -15.4222, 121.983
1871, 13.2273, 139.959
1872, -26.8864, 114.187
1873, 3.54545, 92.2182
1874, 9.75, 81.3913
1875, 10.1136, 87.6362
1876, -21.9773, 72.3157
1877, 20.1136, 50.4494
1878, -13.0455, 50.2227
1879, 9.54545, 45.9928
1880, -25.6444, 91.9387
1881, -5.13636, 151.271
1882, -5.72727, 1690.76
1883, 470.818, 3769.15
1884, -381.75, 2867.53
1885, -727.977, 1549.48
1886, 890.795, 1335.82
1887, 2.5, 365.748
1888, -264.568, 262.133
1889, 117.5, 200.488
1890, -112.311, 316.175
1891, -150.273, 430.962
1892, 306.364, 1017.93
1893, 95.6591, 1838.23
1894, -323.432, 1087.39
1895, 57.2727, 645.188
1896, 12.5, 872.129
1897, -91, 736.107
1898, 250.114, 431.725
1899, -104, 345.888
1900, -89, 362.048
1901, 14.7045, 253.431
1902, 168.864, 269.252
1903, -45.9545, 465.88
1904, -121.659, 614.687
1905, 160.909, 495.208
1906, -125.523, 547.989
1907, -44.5682, 413.671
1908, 154.614, 249.802
1909, -92.8636, 369.86
1910, 34.1333, 300.364
1911, -21.2727, 437.326
1912, -31.4318, 447.002
1913, -0.659091, 371.604
1914, 20.8182, 394.015
1915, 30.7727, 384.018
1916, -10.25, 259.821
1917, -52.75, 210.896
1918, 3.97727, 263.112
1919, 36.5227, 327.705
1920, -11.3778, 276.521
1921, -32.5682, 259.098
1922, 69.3182, 241.94
1923, -105.614, 252.614
1924, 171.455, 169.554
1925, -8.11364, 277.015
1926, -149.159, 322.172
1927, 136.5, 263.427
1928, -122.75, 234.988
1929, 2.43182, 226.518
1930, 114.556, 229.256
1931, -102.932, 232.53
1932, 20.1136, 165.183
1933, 29.3182, 183.966
1934, -2.43182, 289.272
1935, -28.9318, 133.613
1936, 31.8636, 131.345
1937, -10.75, 176.293
1938, 31.4091, 152.434
1939, -34.7273, 146.399
1940, 6.66667, 159.487
1941, -4.34091, 166.742
1942, 8.25, 208.291
1943, 10.6818, 196.597
1944, -18.1136, 102.2
1945, -26.0682, 126.093
1946, 9.29545, 152.267
1947, -20.7273, 130.973
1948, 11.9318, 133.463
1949, -0.113636, 120.581
1950, 27.6667, 118.108
1951, -24.1818, 109.375
1952, 57.4773, 113.692
1953, -38.4773, 145.062
1954, -19.2273, 145.128
1955, 29.6591, 152.52
1956, -14, 127.01
1957, 1.27273, 116.123
1958, 10.5, 71.4812
1959, -7.79545, 76.2432
1960, 15.2444, 118.998
1961, -40.4773, 68.7266
1962, 1.11364, 102.354
1963, 1.27273, 125.985
1964, 36.5227, 70.4316
1965, -12.0455, 131.509
1966, -25.8864, 65.7703
1967, 7.79545, 67.3348
1968, -14.2045, 101.803
1969, 20.5227, 115.199
1970, 27.2444, 136.917
1971, -31.1818, 1690.11
1972, 436.386, 3807.41
1973, -364.614, 2790.51
1974, -637.023, 1605.3
1975, 750.386, 1298.33
1976, 2.52273, 470.904
1977, -161.614, 302.11
1978, 105.114, 207.008
1979, -96.4773, 298.139
1980, -95.8667, 343.37
1981, 157.841, 932.444
1982, 71.0455, 1767
1983, -257.068, 983.629
1984, 75.9091, 656.697
1985, 110.227, 738.678
1986, -150.682, 658.754
1987, 237.75, 360.676
1988, -124.545, 262.339
1989, -100.205, 312.066
1990, 25.3333, 262.058
1991, 149.886, 210.6
1992, -34.8864, 433.139
1993, -86.5227, 553.802
1994, 115.591, 435.014
1995, -60.9091, 388.338
1996, -94.6136, 317.664
1997, 120.159, 242.176
1998, -45.1591, 278.02
1999, 22.3636, 247.965
2000, -35.5778, 372.146
2001, 36.3409, 440.589
2002, -51.8409, 303.467
2003, -22.6364, 396.802
2004, 86.1818, 415.985
2005, -7.95455, 356.523
2006, -4.61364, 223.778
2007, -50.5682, 235.19
2008, 21.6591, 217.601
2009, 32.0682, 225.443
2010, -32.5778, 164.421
2011, 37.5682, 219.987
2012, -77.6591, 224.004
2013, 123.795, 165.653
2014, -13.5909, 284.162
2015, -121.886, 294.113
2016, 137.773, 250.112
2017, -128.364, 207.165
2018, 34.5, 207.987
2019, 67.4091, 199.246
2020, -82.9556, 197.11
2021, 83.7273, 144.606
2022, -43.0909, 120.149
2023, 8.72727, 244.523
2024, -23.8182, 117.436
2025, 21.1818, 88.6565
2026, 6.81818, 166.591
2027, 37.0909, 144.702
2028, -47.0227, 115.114
2029, -32.5909, 111.127
2030, 42.4889, 110.196
2031, -0.454545, 160.104
2032, -4.93182, 145.909
2033, -3.27273, 93.859
2034, -23.9091, 114.522
2035, 7.95455, 103
2036, -21.2727, 96.4971
2037, 28.7727, 114.666
2038, -21.1818, 105.439
2039, 41.1364, 90.9249
2040, -36.4889, 127.75
2041, 60.75, 96.3212
2042, -19.7955, 203.813
2043, -40.7273, 127.257
2044, 47.4091, 138.415
2045, -20.1591, 127.378
2046, 12.4091, 96.4557
2047, -17.5909, 61.021
2048, -2.18182, 54.1749
2049, 16.1136, 60.4589
2050, -36.3111, 65.6719
2051, 7.86364, 94.6168
2052, -11.9318, 69.0709
2053, 38.7045, 92.9674
2054, 28.8864, 194.915
2055, -44.7045, 415.593
2056, -100.114, 3505.15
2057, 726.5, 2758.69
2058, -800.318, 1293.35
2059, -200.818, 1562.45
2060, 652.178, 833.937
2061, -321.364, 321.802
2062, 128.614, 193.269
2063, 48.25, 221.583
2064, -373.955, 187.493
2065, 290.364, 290.952
2066, 39.9091, 1365.24
2067, 25.2273, 1422.94
2068, -180.841, 743.403
2069, 116.818, 399.431
2070, -92.3111, 950.919
2071, 105.977, 474.296
2072, -10.5227, 355.785
2073, -135.591, 240.653
2074, 117.023, 238.708
2075, 9.45455, 198.755
2076, -38.1364, 318.193
2077, 4.38636, 521.312
