time, mean, SD
3072, -35.5909, 86.0083
3073, -24.4545, 72.3145
3074, 24.2273, 40.7798
3075, 17.7727, 53.5354
3076, -39.6136, 67.3202
3077, 42.7045, 85.8883
3078, -24.1591, 95.6071
3079, -24.2727, 82.511
3080, 23.2889, 78.9491
3081, 14.5909, 69.646
3082, -27.0682, 72.6206
3083, 11.6591, 52.683
3084, -6.18182, 52.5241
3085, -10.3864, 38.7997
3086, 11.0909, 77.4141
3087, -2.70455, 21.1172
3088, 12.2273, 29.2107
3089, -8.27273, 36.698
3090, 0.0222222, 39.3483
3091, 5.04545, 56.5762
3092, -2.56818, 106.592
3093, 28.6136, 420.457
3094, 36.4318, 180.282
3095, -88.0909, 154.741
3096, 12.5455, 248.674
3097, 48.6818, 140.439
3098, -69.3409, 48.389
3099, 20.1364, 37.7206
3100, 17.9556, 86.4271
3101, -49.1818, 66.2482
3102, 84.2045, 31.0158
3103, -19.9318, 70.4616
3104, -26.5455, 60.3311
3105, -17.3636, 78.6636
3106, 16.8409, 42.7423
3107, 12, 45.6284
3108, -5.72727, 44.6661
3109, 11.0909, 46.6412
3110, -13.6222, 55.9187
3111, -14.0455, 31.769
3112, 37.9091, 24.9234
3113, -28.7955, 31.4567
3114, -16.25, 39.6491
3115, 15.4318, 45.5923
3116, 29.3864, 126.209
3117, 21.3864, 414.523
3118, 12.4091, 163.159
3119, -67, 115.259
3120, -1.73333, 215.866
3121, 33.1818, 71.3389
3122, -25.8182, 67.5346
3123, 6.15909, 41.1278
3124, 2.34091, 47.8691
3125, -19, 61.8936
3126, 39.2045, 81.685
3127, -9.88636, 83.9952
3128, 8.70455, 52.4931
3129, -23.0227, 68.2287
3130, 8.84444, 47.7288
3131, -19.6136, 40.6941
3132, 8.88636, 34.8459
3133, -8.5, 48.3371
3134, 2.06818, 43.9697
3135, 11.1136, 31.8735
3136, 4.43182, 22.162
3137, 15.75, 55.7878
3138, -6.40909, 58.9905
3139, -20.9773, 192.068
3140, 33.8667, 332.351
3141, -53.3409, 128.138
3142, -22.1364, 87.7021
3143, 85.3182, 162.348
3144, -24.5682, 35.3749
3145, -31.5909, 27.5881
3146, 13.5, 49.5968
3147, -20.1591, 95.58
3148, 11.4091, 35.0903
3149, 38.4773, 51.2523
3150, -17.3111, 59.0314
3151, -18.5, 33.7615
3152, -1.52273, 52.1782
3153, -3.02273, 40.5998
3154, 1.02273, 19.2985
3155, 13.0455, 43.9741
3156, -2.29545, 38.6732
3157, 1.45455, 20.5243
3158, 12.4091, 17.1707
3159, -6.54545, 17.9132
3160, -36.0222, 51.7668
3161, -16.4545, 273.147
3162, 136.295, 192.712
3163, -97.1136, 138.814
3164, -54.3864, 119.052
3165, 83.0682, 147.376
3166, -38.4091, 81.4483
3167, 6.38636, 47.2191
3168, 27.4318, 62.5407
3169, -38.5455, 53.2026
3170, 16.5333, 53.0256
3171, 14.0455, 85.9408
3172, 3.70455, 45.6053
3173, -29.0909, 46.3459
3174, 12.3864, 30.4744
3175, 8.56818, 52.3547
3176, -10.6364, 50.8671
3177, 18.3636, 17.173
3178, -6.59091, 13.687
3179, 5.29545, 39.4776
3180, -22.3556, 35.0543
3181, -19.3636, 190.513
3182, 92.5909, 262.486
3183, -78.8182, 88.2204
3184, -46, 100.352
3185, 79.5, 133.696
3186, 5.04545, 41.6904
3187, -5.88636, 47.7528
3188, -12.1364, 34.9497
3189, -1.38636, 35.4934
3190, -3.31111, 41.0727
3191, 7.61364, 49.6768
3192, 3.13636, 47.2857
3193, -14.3864, 47.3734
3194, 7.56818, 38.8981
3195, 0.863636, 34.9139
3196, -2.38636, 21.1082
3197, 9.59091, 15.6863
3198, -11.6591, 26.77
3199, -2.20455, 58.4281
3200, 29.8889, 108.143
3201, 20, 252.244
3202, -11.75, 143.984
3203, -44.8182, 80.2964
3204, 8, 98.9408
3205, 17, 41.2949
3206, -17.1136, 31.9291
3207, 15.9318, 27.6655
3208, -10.3864, 17.8265
3209, -6.45455, 26.2059
3210, 19.8667, 82.5369
3211, -8.95455, 50.3822
3212, -11.3409, 29.8336
3213, 1.90909, 28.8482
3214, 8.02273, 32.3872
3215, -1.93182, 44.5867
3216, 6.70455, 38.1007
3217, -16.0682, 36.9111
3218, -38.2955, 68.2824
3219, -14.9545, 188.601
3220, 104.733, 157.344
3221, -52.2955, 91.877
3222, -36.2955, 79.5855
3223, 57.1136, 79.2167
3224, -16.6364, 31.9951
3225, -17.9318, 16.9617
3226, 28.75, 20.6938
3227, -34.9545, 29.4842
3228, 7.04545, 44.3637
3229, 31.6364, 68.9216
3230, 4.86667, 40.5548
3231, -35.7273, 29.1745
3232, 8.5, 32.9997
3233, 0.454545, 32.0975
3234, 14.6364, 40.7621
3235, 13.75, 48.1867
3236, -53.5682, 133.874
3237, 69.9091, 204.809
3238, -49.6818, 73.648
3239, -36.7955, 78.7579
3240, 75.3556, 109.418
3241, -34.1591, 26.041
3242, 10.6364, 41.0693
3243, -1.63636, 36.0411
3244, -11.4091, 49.6741
3245, 11.6364, 60.6559
3246, 4.54545, 40.3988
3247, -13.4545, 34.6911
3248, -4.5, 50.0897
3249, 2.81818, 29.4003
3250, 8.42222, 44.6848
3251, -1.5, 18.3817
3252, 12.9545, 67.9679
3253, -9.84091, 178.013
3254, 25.9545, 79.1672
3255, -39.7273, 50.8806
3256, 8.90909, 75.7855
3257, 20.9091, 35.022
3258, -16.9545, 22.4732
3259, 5.36364, 18.1385
3260, -12.3111, 26.4397
3261, -13.6818, 17.7927
3262, 29.8864, 18.3665
3263, -9.65909, 33.5403
3264, -2.56818, 26.42
3265, -1.56818, 32.3591
3266, 16.2045, 29.5839
3267, -9.18182, 45.8313
3268, -12.5455, 106.417
3269, 22.3409, 140.323
3270, -26.4667, 68.8759
3271, -15.3864, 48.7378
3272, 38.3182, 76.2319
3273, -2.02273, 21.747
3274, -4.04545, 28.1909
3275, 0.227273, 30.683
3276, -8.95455, 33.2408
3277, -13.1364, 21.9334
3278, 15.4318, 25.7368
3279, 5.38636, 30.8045
3280, -17.6444, 38.989
3281, 10.6591, 32.8765
3282, -6.86364, 54.4779
3283, -43.2955, 124.634
3284, 84.5, 117.692
3285, -28.4773, 82.7627
3286, -48.6364, 44.5819
3287, 52.5, 45.6959
3288, -9.04545, 20.5923
3289, 0.0227273, 24.3595
3290, 14.0444, 27.5535
3291, -8.68182, 20.1999
3292, -3.22727, 18.1294
3293, -9.52273, 23.8294
3294, 11.1818, 34.763
3295, -17.2727, 42.6323
3296, 8.18182, 24.9611
3297, -23.75, 80.9627
3298, 51.9773, 81.6644
3299, -24.3636, 69.5561
3300, -35.4, 27.297
3301, 41.7045, 53.3345
3302, -0.5, 29.8096
3303, 4.29545, 32.7883
3304, 1.97727, 18.7247
3305, -19.7955, 13.3529
3306, 4.11364, 25.9082
3307, 7.02273, 27.9744
3308, 5.43182, 20.8789
3309, -11.75, 17.3141
3310, -8.31111, 55.7753
3311, 41.6136, 88.1832
3312, -23.8636, 35.9637
3313, -18.3182, 41.8883
3314, 16.3636, 57.2388
3315, -1.31818, 15.8656
3316, -2.43182, 18.1727
3317, 6.43182, 25.2932
3318, 11.5227, 19.4253
3319, -14.0909, 39.1058
3320, -0.266667, 25.2326
3321, -3.27273, 25.2797
3322, 12.0227, 37.6379
3323, 4.59091, 105.737
3324, 15.4091, 65.3067
3325, -38, 40.9434
3326, -0.0909091, 55.0454
3327, 15.0682, 29.1746
3328, -7.20455, 34.4664
3329, 4.70455, 14.7009
3330, 2.93333, 12.9433
3331, -10.4545, 19.3232
3332, 6.5, 28.1526
3333, -2.04545, 25.2883
3334, -2.40909, 50.0256
3335, 5.5, 88.9766
3336, 7.75, 31.9987
3337, -28.6136, 23.9329
3338, 34.4318, 55.9165
3339, -11.7045, 24.7933
3340, -9.75556, 23.7788
3341, 10.0909, 20.487
3342, 4.11364, 16.9963
3343, -19.6136, 13.3216
3344, 9.65909, 30.7519
3345, -10.8864, 37.6311
3346, 21.0227, 59.5122
3347, -18.4318, 40.0831
3348, -21.6136, 25.2732
3349, 40.2045, 38.9799
3350, 0, 14.0902
3351, -9.70455, 13.2949
3352, 6.61364, 15.5815
3353, -14.8182, 17.1163
3354, -2.34091, 23.2506
3355, 17.9091, 18.8243
3356, 5.95455, 59.2195
3357, -0.318182, 33.7745
3358, -21.4318, 20.0005
3359, -0.113636, 48.2763
3360, 10.2222, 15.0582
3361, -2.06818, 15.3125
3362, 12.9318, 12.1476
3363, -5.90909, 23.6613
3364, -18, 13.9838
3365, -11.25, 38.7041
3366, 40.1591, 43.5848
3367, -18.1591, 18.5398
3368, -14.9773, 18.8986
3369, 19.1136, 19.1219
3370, -6.48889, 19.6261
3371, 10.9091, 13.1301
3372, 0.136364, 7.93322
3373, -16.8864, 10.3577
3374, -10.0682, 49.1405
3375, 30.4545, 34.169
3376, -9.81818, 22.3569
3377, -9, 28.7623
3378, 22.9091, 28.2954
3379, -18.8182, 15.567
3380, -8.46667, 8.4185
3381, 12.1818, 10.2365
3382, -18.8409, 40.1435
3383, 30.8409, 15.2955
3384, -5.27273, 27.8293
3385, -24.8864, 14.3641
3386, 15.6591, 7.65727
3387, 8.97727, 19.3385
3388, -0.0454545, 12.0207
3389, -2.86364, 22.3267
3390, 7.82222, 39.4255
3391, -5.86364, 14.896
3392, -14.9545, 11.0945
3393, 15.9773, 37.5388
3394, -7.93182, 19.1494
3395, 5.43182, 8.99343
3396, -2.31818, 11.7023
3397, 4.34091, 39.7589
3398, -11.2955, 23.048
3399, -2.93182, 11.1954
3400, 20.8889, 25.7365
3401, -16.1136, 10.8507
3402, -1.97727, 14.7394
3403, 5.86364, 23.638
3404, 18.8864, 21.6493
3405, -16.5455, 15.2576
3406, -18.7727, 18.9723
3407, 14.1591, 6.35304
3408, -0.681818, 8.27859
3409, 5.34091, 32.9276
3410, 15.6, 27.3402
3411, -33.1136, 10.7919
3412, 8.31818, 22.4447
3413, 21.2955, 12.4601
3414, -19.8409, 9.01752
3415, -1.84091, 27.9813
3416, 8.29545, 14.9918
3417, -15.2045, 18.6225
3418, 13.0455, 26.3792
3419, 11.6364, 16.1697
3420, -17.0667, 25.5294
3421, 10.3636, 15.2555
3422, -6.52273, 11.0751
3423, -4.52273, 27.2259
3424, 11.8409, 10.6043
3425, -4.34091, 22.9336
3426, 0.954545, 16.8279
3427, -7.15909, 14.7139
3428, -2.20455, 18.6494
3429, 10.6591, 12.8699
3430, 6.86667, 22.5611
3431, -5.93182, 22.3672
3432, -17.2273, 7.94259
3433, 2.27273, 10.788
3434, 23.8182, 21.3065
3435, -10.1136, 12.3145
3436, -7.93182, 9.07393
3437, 8.25, 13.3214
3438, 1.54545, 16.3533
3439, -11.2273, 11.176
3440, 6.35556, 9.2476
3441, 0.636364, 8.30687
3442, -1.09091, 8.58862
3443, -4.86364, 5.1856
3444, -2.27273, 11.0872
3445, 17.5909, 20.3418
3446, -13.4545, 10.5474
3447, -4.38636, 7.44439
3448, 10.2955, 9.76212
3449, -11.2045, 12.3832
3450, 0.577778, 11.9396
3451, 18.4773, 14.4198
3452, -13.1818, 20.821
3453, 4.13636, 17.491
3454, -4.18182, 16.1207
3455, -4.97727, 5.34487
3456, 9.43182, 6.51361
3457, -2.75, 9.27147
3458, 11.5, 12.3261
3459, -12.7273, 8.63493
3460, -3.73333, 5.19145
3461, 5.54545, 5.19377
3462, 1.22727, 7.5253
3463, 3.61364, 8.49657
3464, -3.75, 10.5639
3465, -4.79545, 6.20696
3466, 1.38636, 11.8403
3467, -0.704545, 5.52918
3468, 8.13636, 8.96607
3469, -4.09091, 2.8748
3470, 2.46667, 3.58763
3471, 1.27273, 3.33959
3472, -6.31818, 3.98732
3473, -3.84091, 7.08052
3474, 0.295455, 3.27927
3475, 2.59091, 4.96496
3476, 3.36364, 10.0093
3477, 6.63636, 10.2958
3478, -1.36364, 4.99587
3479, -5.15909, 6.72155
3480, -1.24444, 8.95459
3481, -7.06818, 3.73191
3482, 4.20455, 3.3749
3483, 2.88636, 4.01257
3484, -0.295455, 9.39434
3485, -0.113636, 6.75956
3486, 4.47727, 3.8641
3487, 0.272727, 3.69498
3488, 0.386364, 4.78262
3489, -4.18182, 6.31115
3490, -2.06667, 8.35171
3491, 3.25, 3.63771
3492, -1.04545, 7.03871
3493, -4.52273, 7.06299
3494, -0.727273, 2.06005
3495, 6.59091, 2.48923
3496, 5.52273, 4.51507
3497, 0.204545, 4.10421
3498, -7.06818, 3.30563
3499, -3.06818, 4.52969
3500, -6.33333, 7.00476
3501, 4.02273, 5.52058
3502, 2.77273, 1.9053
3503, 4, 3.03764
3504, 1.68182, 2.19268
3505, 2.31818, 4.28938
3506, -0.409091, 2.57892
3507, -6.72727, 3.64544
3508, -1.29545, 6.59745
3509, 2.45455, 5.79755
3510, -2.13333, 2.17664
3511, 2.68182, 2.33328
3512, 2.84091, 2.70474
3513, 3.13636, 2.35093
3514, -5.88636, 5.09552
3515, 0.409091, 5.00145
3516, -3.25, 3.79668
3517, -1.15909, 4.79082
3518, 4.04545, 5.95038
3519, -3.52273, 1.90082
3520, 3.55556, 2.41804
3521, 0.0227273, 5.34912
3522, 0.818182, 2.61354
3523, 4.59091, 2.56123
3524, 0.409091, 2.24943
3525, -7.95455, 2.78759
3526, -2.79545, 6.11845
3527, 3.18182, 7.37401
3528, 5.13636, 1.72667
3529, 0.454545, 2.34961
3530, 0.0666667, 1.46667
3531, -2.75, 4.06272
3532, -5.25, 5.45279
3533, 1.81818, 4.52906
3534, 2.77273, 1.32911
3535, -0.159091, 4.32195
3536, -1.95455, 3.93674
3537, 3.43182, 2.47164
3538, 0.818182, 2.65666
3539, -0.863636, 3.52001
3540, -6.86667, 3.1312
3541, 3.22727, 5.16924
3542, -1.15909, 4.04488
3543, 4.11364, 4.08554
3544, 5.18182, 4.06913
3545, -2.79545, 1.99522
3546, -2.36364, 1.46304
3547, -4.93182, 2.31985
3548, 1.11364, 1.87345
3549, 0.340909, 4.02234
3550, 0.955556, 3.16899
3551, 5.54545, 2.11547
3552, 0.295455, 2.04027
3553, -5.09091, 3.04376
3554, -1.56818, 2.25023
3555, -1.20455, 1.7784
3556, 3.06818, 2.52621
3557, 6.54545, 2.60641
3558, 0.522727, 3.2438
3559, -10.1136, 3.28368
3560, -5.82222, 6.90664
3561, 9.45455, 3.37406
3562, 4.22727, 3.71645
3563, -1.31818, 2.57411
3564, 1, 3.07482
3565, -3.09091, 2.70369
3566, -1.29545, 2.67632
3567, 4.25, 3.51054
3568, -5.63636, 1.49379
3569, -2.54545, 1.738
3570, -2.66667, 2.70801
3571, 5.47727, 4.45936
3572, 4.02273, 2.86427
3573, 1.54545, 2.2203
3574, -1.63636, 1.50893
3575, -2.22727, 1.6077
3576, 1.38636, 4.64277
3577, 1.86364, 2.8009
3578, -1.79545, 2.71008
3579, -2.75, 1.46357
3580, -0.822222, 2.01427
3581, -1.02273, 1.35661
3582, 4.36364, 1.55346
3583, 2.09091, 2.07603
3584, -1.77273, 1.3119
3585, -2.20455, 2.6162
3586, 0.204545, 1.43937
3587, -2.59091, 1.57131
3588, 3.15909, 3.76553
3589, 5.25, 4.43706
3590, -5.42222, 1.84377
3591, 1.09091, 1.22137
3592, 2.13636, 2.58132
3593, -0.840909, 1.62289
3594, -0.75, 1.2084
3595, -2.22727, 0.901101
3596, -2.04545, 2.85207
3597, 2.45455, 1.35604
3598, 2.97727, 2.28123
3599, -0.795455, 1.90191
3600, -2.26667, 1.61107
3601, -0.0454545, 2.47675
3602, 0.113636, 3.11314
3603, 2.81818, 1.69589
3604, -2, 2.08893
3605, -0.181818, 4.37593
3606, 3.79545, 3.84104
3607, -9.52273, 2.46326
3608, 1.2439, 4.48727
