time, sound
1661, 31.1818
1662, -17.4318
1663, 9.31818
1664, 15.3409
1665, 2.02273
1666, -5.84091
1667, -26.2045
1668, 5.15909
1669, 8.84091
1670, 8.71111
1671, -16.2955
1672, 13.1364
1673, -20.4773
1674, 17.3182
1675, 2.63636
1676, -8.72727
1677, -1.52273
1678, 23.1818
1679, -4.45455
1680, -37.7778
1681, 20.8864
1682, -0.272727
1683, 6.70455
1684, 2.13636
1685, 1.45455
1686, 5.18182
1687, -26.25
1688, 42.5
1689, 64.6136
1690, 269.267
1691, -300.409
1692, -628.545
1693, 791.114
1694, 26.4091
1695, -261.295
1696, 53.2045
1697, -59.6364
1698, -172.864
1699, 352.523
1700, 99.4667
1701, -329.523
1702, -7.72727
1703, 77.1136
1704, -151.568
1705, 309.023
1706, -129.364
1707, -132.773
1708, 22.9091
1709, 208
1710, -110.6
1711, -66.8864
1712, 156.75
1713, -107.545
1714, -83.7727
1715, 124.25
1716, -53.5682
1717, -5.79545
1718, 22.3182
1719, -12.6364
1720, 4.71111
